Date,Open,High,Low,Close,Adj Close,Volume,change_tomorrow,change_tomorrow_direction
2023-05-23,360.239990234375,364.1700134277344,354.30999755859375,355.989990234375,355.989990234375,6866100,2.4283995397897384,UP
2023-05-24,356.92999267578125,367.1499938964844,356.6300048828125,364.8500061035156,364.8500061035156,7973300,-1.6295281625391622,DOWN
2023-05-25,359.6099853515625,367.45001220703125,357.4200134277344,359.0,359.0,6263100,5.247045140046747,UP
2023-05-26,361.1000061035156,383.760009765625,356.0,378.8800048828125,378.8800048828125,9360400,3.5879703062062784,UP
2023-05-30,397.4800109863281,405.1099853515625,385.7900085449219,392.9800109863281,392.9800109863281,10865000,0.5692887527404489,UP
2023-05-31,391.8900146484375,396.260009765625,388.9100036621094,395.2300109863281,395.2300109863281,6988000,1.9596640787829411,UP
2023-06-01,397.4100036621094,407.5199890136719,393.0799865722656,403.1300048828125,403.1300048828125,7160100,-0.6642204544663022,DOWN
2023-06-02,402.8900146484375,406.5799865722656,395.8999938964844,400.4700012207031,400.4700012207031,5897300,0.7607690090726149,UP
2023-06-05,400.4700012207031,413.8599853515625,400.1499938964844,403.5400085449219,403.5400085449219,7247400,-1.0643892682132616,DOWN
2023-06-06,405.0,405.1199951171875,396.92999267578125,399.2900085449219,399.2900085449219,4991500,0.12006415737565446,UP
2023-06-07,410.42999267578125,418.95001220703125,399.2300109863281,399.7699890136719,399.7699890136719,11932400,2.3450683289007346,UP
2023-06-08,399.7699890136719,409.5400085449219,396.3399963378906,409.3699951171875,409.3699951171875,5991100,2.535592156338473,UP
2023-06-09,424.5,425.8999938964844,414.760009765625,420.0199890136719,420.0199890136719,12363000,0.9316725701484341,UP
2023-06-12,418.8299865722656,424.70001220703125,416.57000732421875,423.9700012207031,423.9700012207031,5959500,2.6989212285389197,UP
2023-06-13,430.010009765625,437.2699890136719,428.3999938964844,435.7300109863281,435.7300109863281,7820500,1.1636289379140408,UP
2023-06-14,434.989990234375,447.3299865722656,433.5,440.8599853515625,440.8599853515625,8413100,0.9904111597276222,UP
2023-06-15,444.1000061035156,448.6499938964844,439.5,445.2699890136719,445.2699890136719,7099900,-3.081303320189077,DOWN
2023-06-16,446.1499938964844,447.510009765625,430.8999938964844,431.9599914550781,431.9599914550781,8745500,0.63032451691033,UP
2023-06-20,430.17999267578125,440.0,430.0,434.70001220703125,434.70001220703125,4756000,-2.414889788011232,DOWN
2023-06-21,432.6499938964844,434.54998779296875,422.5400085449219,424.45001220703125,424.45001220703125,5146400,-0.46629453926207987,DOWN
2023-06-22,422.92999267578125,424.7099914550781,418.67999267578125,422.4800109863281,422.4800109863281,4869500,0.3631852429707205,UP
2023-06-23,418.5899963378906,425.82000732421875,417.7300109863281,424.0199890136719,424.0199890136719,8293900,-1.9425846335623609,DOWN
2023-06-26,422.44000244140625,430.9599914550781,414.8999938964844,415.94000244140625,415.94000244140625,4640000,0.2733250617533156,UP
2023-06-27,417.3900146484375,420.8800048828125,411.5,417.0799865722656,417.0799865722656,4818100,2.968548733095222,UP
2023-06-28,423.1000061035156,437.2900085449219,422.8900146484375,429.8399963378906,429.8399963378906,8811300,-0.3736237016631616,DOWN
2023-06-29,434.3299865722656,437.8500061035156,426.1499938964844,428.239990234375,428.239990234375,4932300,2.7809939548188223,UP
2023-06-30,431.1000061035156,444.1199951171875,431.1000061035156,440.489990234375,440.489990234375,7342000,0.215207548427232,UP
2023-07-03,439.760009765625,441.54998779296875,431.6199951171875,441.44000244140625,441.44000244140625,3733200,1.0002223628900797,UP
2023-07-05,444.9100036621094,450.9700012207031,439.6199951171875,445.8999938964844,445.8999938964844,6869500,-1.6087862586612989,DOWN
2023-07-06,440.0,442.79998779296875,430.7200012207031,438.8399963378906,438.8399963378906,4938800,-0.1689089760478435,DOWN
2023-07-07,438.6000061035156,442.3299865722656,435.8399963378906,438.1000061035156,438.1000061035156,4160100,0.8172750042783727,UP
